날짜,기준가,전일대비,등락율(%),설정액(억),순 자산액(억),과표기준가,현재가,대비,등락률,거래량,거래대금,,,,,,,,,
2016.11.30,949.62, 0.49,-0.05,385,366,"1,014.98","2,024.69",-6.38,-0.31,"225,657","3,813,856",,,,,,,,,
2016.11.29,950.11, 2.76,0.29,385,366,"1,015.00","2,031.07",39.18,1.97,"239,428","4,956,345",,,,,,,,,
2016.11.28,947.35, 0.64,0.07,385,365,"1,015.01","1,991.89",2.03,0.1,"204,410","3,659,555",,,,,,,,,
2016.11.25,946.71, 6.23,-0.65,385,365,"1,015.07","1,989.86",26.5,1.35,"214,649","3,794,720",,,,,,,,,
2016.11.24,952.94, 4.76,0.5,391,373,"1,015.08","1,963.36",-7.25,-0.37,"237,190","3,071,609",,,,,,,,,
2016.11.23,948.18, 10.90,1.16,391,371,"1,015.10","1,970.61",-13.14,-0.66,"243,181","3,727,862",,,,,,,,,
2016.11.22,937.28, 2.60,-0.28,385,361,"1,015.12","1,983.75",0.27,0.01,"217,875","4,061,246",,,,,,,,,
2016.11.21,939.88, 0.94,-0.1,385,362,"1,015.13","1,983.48",5.09,0.26,"233,085","5,558,990",,,,,,,,,
2016.11.18,940.82, 0.37,0.04,385,362,"1,015.19","1,978.39",0.26,0.01,"214,565","4,413,543",,,,,,,,,
2016.11.17,940.45, 4.30,0.46,385,362,"1,015.20","1,978.13",3.67,0.19,"213,578","3,085,101",,,,,,,,,
2016.11.16,936.15, 3.14,-0.33,385,361,"1,015.22","1,974.46",3.2,0.16,"201,938","2,914,479",,,,,,,,,
2016.11.15,939.29, 7.46,-0.79,385,362,"1,015.24","1,971.26",-16.69,-0.84,"235,443","3,547,734",,,,,,,,,
2016.11.14,946.75, 12.55,-1.31,385,365,"1,015.25","1,987.95",4.48,0.23,"308,200","4,690,250",,,,,,,,,
2016.11.11,959.3, 21.41,2.28,386,371,"1,015.31","1,983.47",17.42,0.89,"231,368","3,941,979",,,,,,,,,
2016.11.10,937.89, 21.84,-2.28,385,361,"1,015.32","1,966.05",-8.53,-0.43,"223,512","3,501,442",,,,,,,,,
2016.11.09,959.73, 2.49,0.26,384,369,"1,015.34","1,974.58",-5.97,-0.3,"306,956","4,742,246",,,,,,,,,
2016.11.08,957.24, 7.99,0.84,384,368,"1,015.36","1,980.55",0.9,0.05,"272,172","3,539,361",,,,,,,,,
2016.11.07,949.25, 1.49,-0.16,384,364,"1,015.38","1,979.65",12.12,0.62,"306,499","4,655,273",,,,,,,,,
2016.11.04,950.74, 0.29,0.03,382,363,"1,015.43","1,967.53",-6.87,-0.35,"375,663","5,095,586",,,,,,,,,
2016.11.03,950.45, 12.05,-1.25,381,362,"1,015.45","1,974.40",-10.03,-0.51,"352,116","5,099,798",,,,,,,,,
2016.11.02,962.5, 0.06,0.01,381,366,"1,015.46","1,984.43",-18.17,-0.91,"386,856","6,718,928",,,,,,,,,
2016.11.01,962.44, 2.44,-0.25,381,366,"1,015.48","2,002.60",44.22,2.26,"433,884","7,012,811",,,,,,,,,
2016.10.31,964.88, 0.39,-0.04,381,367,"1,015.50","1,958.38",-45,-2.25,"709,043","7,431,309",,,,,,,,,
2016.10.28,965.27, 4.22,0.44,381,367,"1,015.55","2,003.38",5.8,0.29,"239,579","3,238,824",,,,,,,,,
2016.10.27,961.05, 11.91,-1.22,381,366,"1,015.57","1,997.58",15.56,0.79,"210,333","3,131,548",,,,,,,,,
2016.10.26,972.96, 3.31,-0.34,381,370,"1,015.59","1,982.02",-1.78,-0.09,"227,776","3,112,409",,,,,,,,,
2016.10.25,976.27, 8.38,0.87,381,372,"1,015.60","1,983.80",4.86,0.25,"272,728","3,780,779",,,,,,,,,
2016.10.24,967.89, 4.44,-0.46,381,369,"1,015.62","1,978.94",-28.45,-1.42,"333,529","4,404,094",,,,,,,,,
2016.10.21,972.33, 0.74,0.08,383,372,"1,015.67","2,007.39",-0.8,-0.04,"321,774","4,462,621",,,,,,,,,
2016.10.20,971.59, 0.92,0.09,384,373,"1,015.69","2,008.19",-11.23,-0.56,"400,664","4,365,768",,,,,,,,,
2016.10.19,970.67, 6.66,0.69,384,372,"1,015.71","2,019.42",-4.7,-0.23,"270,531","4,245,553",,,,,,,,,
2016.10.18,964.01, 3.98,0.41,384,370,"1,015.73","2,024.12",10.23,0.51,"298,690","4,901,198",,,,,,,,,
2016.10.17,960.03, 4.46,0.47,384,368,"1,015.75","2,013.89",-23.28,-1.14,"392,402","4,750,668",,,,,,,,,
2016.10.14,955.57, 8.62,-0.89,386,369,"1,015.80","2,037.17",-10.57,-0.52,"299,101","4,966,044",,,,,,,,,
2016.10.13,964.19, 0.01,0,386,372,"1,015.82","2,047.74",14.74,0.73,"252,041","3,588,032",,,,,,,,,
2016.10.12,964.2, 16.21,-1.65,386,372,"1,015.83","2,033.00",-7.6,-0.37,"260,354","3,489,846",,,,,,,,,
2016.10.11,980.41, 0.82,0.08,386,378,"1,015.85","2,040.60",-0.34,-0.02,"276,001","3,954,964",,,,,,,,,
2016.10.10,979.59, 3.94,-0.4,388,380,"1,015.87","2,040.94",0.51,0.02,"321,940","4,097,667",,,,,,,,,
2016.10.07,983.53, 8.18,0.84,389,382,"1,015.92","2,040.43",12.82,0.63,"305,931","3,906,403",,,,,,,,,
2016.10.06,975.35, 0.66,-0.07,389,379,"1,015.94","2,027.61",4.95,0.24,"333,402","3,750,746",,,,,,,,,
2016.10.05,976.01, 6.45,0.67,389,380,"1,015.96","2,022.66",7.22,0.36,"458,904","4,189,365",,,,,,,,,
2016.10.04,969.56, 11.02,-1.12,390,378,"1,015.98","2,015.44",-18.29,-0.9,"440,255","4,507,630",,,,,,,,,
2016.09.30,980.58, 8.19,0.84,395,387,"1,016.05","2,033.73",1.8,0.09,"297,373","4,832,127",,,,,,,,,
2016.09.29,972.39, 5.17,-0.53,396,385,"1,015.98","2,031.93",-24.89,-1.21,"343,215","5,340,941",,,,,,,,,
2016.09.28,977.56, 7.90,0.81,397,388,"1,015.99","2,056.82",3.02,0.15,"314,895","4,666,619",,,,,,,,,
2016.09.27,969.66, 3.37,-0.35,401,389,"1,016.01","2,053.80",-11.5,-0.56,"422,446","5,403,372",,,,,,,,,
2016.09.26,973.03, 0.23,-0.02,403,392,"1,016.03","2,065.30",12.3,0.6,"337,709","5,358,434",,,,,,,,,
2016.09.23,973.26, 7.06,0.73,405,394,"1,016.08","2,053.00",-1.86,-0.09,"292,345","4,329,764",,,,,,,,,
2016.09.22,966.2, 5.40,0.56,404,391,"1,016.10","2,054.86",11.23,0.55,"318,854","5,019,206",,,,,,,,,
2016.09.21,960.8, 4.22,0.44,405,389,"1,016.11","2,043.63",-25.09,-1.21,"326,386","5,739,237",,,,,,,,,
2016.09.20,956.58, 8.71,0.92,404,387,"1,016.13","2,068.72",15.66,0.76,"416,168","4,543,938",,,,,,,,,
2016.09.19,947.87, 4.76,0.5,404,383,"1,016.15","2,053.06",-9.76,-0.47,"546,450","4,045,607",,,,,,,,,
2016.09.13,943.11, 26.75,-2.76,403,380,"1,016.25","2,062.82",15.71,0.77,"664,040","4,712,693",,,,,,,,,
2016.09.12,969.86, 13.69,-1.39,404,391,"1,016.26","2,047.11",-6.96,-0.34,"359,615","3,691,390",,,,,,,,,
2016.09.09,983.55, 1.88,0.19,404,397,"1,016.31","2,054.07",4.37,0.21,"494,112","4,536,562",,,,,,,,,
2016.09.08,981.67, 2.65,-0.27,408,401,"1,016.33","2,049.70",13.71,0.67,"447,589","4,259,943",,,,,,,,,
2016.09.07,984.32, 4.95,0.51,418,412,"1,016.35","2,035.99",10.28,0.51,"525,096","4,132,886",,,,,,,,,
2016.09.06,979.37, 12.22,1.26,421,412,"1,016.37","2,025.71",9.93,0.49,"362,345","4,186,376",,,,,,,,,
2016.09.05,967.15, 1.80,0.19,421,407,"1,016.39","2,015.78",16.42,0.82,"434,438","4,961,594",,,,,,,,,
2016.09.02,965.35, 3.41,-0.35,421,406,"1,016.45","1,999.36",7.88,0.4,"437,424","5,146,692",,,,,,,,,
2016.09.01,968.76, 2.75,-0.28,421,408,"1,016.46","1,991.48",-46.39,-2.28,"422,882","4,815,792",,,,,,,,,
2016.08.31,971.51, 4.09,0.42,426,413,"1,016.48","2,037.87",-25.86,-1.25,"392,682","4,373,805",,,,,,,,,
2016.08.30,967.42, 0.89,0.09,427,413,"1,016.50","2,063.73",1.85,0.09,"656,653","5,643,674",,,,,,,,,
2016.08.29,966.53, 4.21,-0.43,427,413,"1,016.51","2,061.88",-4.65,-0.23,"687,157","5,053,397",,,,,,,,,
2016.08.26,970.74, 0.18,-0.02,429,416,"1,016.56","2,066.53",6.45,0.31,"462,549","4,096,682",,,,,,,,,
2016.08.25,970.92, 4.51,-0.46,429,417,"1,016.57","2,060.08",21.77,1.07,"572,966","4,127,936",,,,,,,,,
2016.08.24,975.43, 4.34,0.45,430,419,"1,016.59","2,038.31",5.59,0.28,"342,631","3,937,152",,,,,,,,,
2016.08.23,971.09, 5.30,-0.54,431,418,"1,016.60","2,032.72",-1.93,-0.09,"300,506","4,373,706",,,,,,,,,
2016.08.22,976.39, 2.48,0.25,432,422,"1,016.62","2,034.65",-5.09,-0.25,"400,952","5,485,909",,,,,,,,,
2016.08.19,973.91, 8.11,0.84,434,422,"1,016.67","2,039.74",7.39,0.36,"378,563","3,817,975",,,,,,,,,
2016.08.18,965.8, 0.59,-0.06,433,419,"1,016.69","2,032.35",-5.15,-0.25,"316,969","3,843,485",,,,,,,,,
2016.08.17,966.39, 0.04,0,437,422,"1,016.70","2,037.50",-5.42,-0.27,"288,184","4,011,867",,,,,,,,,
2016.08.16,966.35, 0.09,-0.01,439,425,"1,016.71","2,042.92",-0.84,-0.04,"277,432","4,198,774",,,,,,,,,
2016.08.12,966.44, 2.87,0.3,441,427,"1,016.78","2,043.76",-6.17,-0.3,"285,183","4,144,213",,,,,,,,,
2016.08.11,963.57, 2.14,-0.22,447,431,"1,016.80","2,049.93",7.77,0.38,"360,414","4,470,552",,,,,,,,,
2016.08.10,965.71, 6.81,0.71,456,441,"1,016.80","2,042.16",-14.08,-0.68,"343,502","4,101,258",,,,,,,,,
2016.08.09,958.9, 6.44,0.68,460,441,"1,016.81","2,056.24",0.77,0.04,"392,318","5,005,350",,,,,,,,,
2016.08.08,952.46, 12.06,1.28,461,439,"1,016.83","2,055.47",11.72,0.57,"353,080","4,764,864",,,,,,,,,
2016.08.05,940.4, 2.31,0.25,461,434,"1,016.93","2,043.75",-4.01,-0.2,"391,714","4,406,925",,,,,,,,,
2016.08.04,938.09, 12.55,-1.32,461,433,"1,016.95","2,047.76",-2.71,-0.13,"374,872","4,503,851",,,,,,,,,
2016.08.03,950.64, 7.49,-0.78,463,441,"1,016.97","2,050.47",1.67,0.08,"376,489","4,667,631",,,,,,,,,
2016.08.02,958.13, 8.88,0.94,466,446,"1,016.99","2,048.80",4.16,0.2,"346,081","4,490,356",,,,,,,,,
2016.08.01,949.25, 0.98,-0.1,467,444,"1,017.00","2,044.64",0.86,0.04,"331,091","4,638,219",,,,,,,,,
2016.07.29,950.23, 3.42,-0.36,469,446,"1,017.05","2,043.78",12.66,0.62,"436,716","4,172,627",,,,,,,,,
2016.07.28,953.65, 0.05,0.01,470,449,"1,017.07","2,031.12",13.18,0.65,"270,484","4,169,817",,,,,,,,,
2016.07.27,953.6, 7.94,0.84,472,450,"1,017.09","2,017.94",17.91,0.9,"289,293","4,168,007",,,,,,,,,
2016.07.26,945.66, 2.05,0.22,476,450,"1,017.12","2,000.03",5.24,0.26,"326,514","3,648,387",,,,,,,,,
2016.07.25,943.61, 1.77,-0.19,476,449,"1,017.10","1,994.79",-24.24,-1.2,"485,853","4,387,076",,,,,,,,,
2016.07.22,945.38, 0.85,-0.09,477,451,"1,017.18","2,019.03",-10.58,-0.52,"409,940","4,314,085",,,,,,,,,
2016.07.21,946.23, 1.22,-0.13,479,453,"1,017.20","2,029.61",13.42,0.67,"369,588","4,822,082",,,,,,,,,
2016.07.20,947.45, 2.05,-0.22,480,455,"1,017.22","2,016.19",-4.91,-0.24,"366,385","5,028,662",,,,,,,,,
2016.07.19,949.5, 1.83,0.19,483,459,"1,017.22","2,021.10",-3.95,-0.2,"350,881","4,343,065",,,,,,,,,
2016.07.18,947.67, 4.53,0.48,485,460,"1,017.24","2,025.05",-2.29,-0.11,"411,661","4,493,918",,,,,,,,,
2016.07.15,943.14, 2.19,0.23,490,462,"1,017.30","2,027.34",15.02,0.75,"338,607","4,072,566",,,,,,,,,
2016.07.14,940.95, 7.69,0.82,499,469,"1,017.32","2,012.32",1.98,0.1,"350,230","4,053,086",,,,,,,,,
2016.07.13,933.26, 0.47,0.05,502,469,"1,017.34","2,010.34",-1.88,-0.09,"320,954","3,866,947",,,,,,,,,
2016.07.12,932.79, 13.34,1.45,505,471,"1,017.36","2,012.22",-3.24,-0.16,"391,049","3,921,399",,,,,,,,,
2016.07.11,919.45, 4.44,-0.48,505,464,"1,017.38","2,015.46",-1.43,-0.07,"316,335","3,541,334",,,,,,,,,
2016.07.08,923.89, 10.56,1.16,505,466,"1,017.43","2,016.89",-4.22,-0.21,"380,797","3,766,201",,,,,,,,,
2016.07.07,913.33, 19.18,-2.06,501,457,"1,017.44","2,021.11",3.85,0.19,"380,091","3,569,171",,,,,,,,,
2016.07.06,932.51, 2.65,-0.28,503,469,"1,017.46","2,017.26",8.49,0.42,"477,808","4,640,271",,,,,,,,,
2016.07.05,935.16, 4.22,0.45,504,471,"1,017.47","2,008.77",3.22,0.16,"340,227","4,318,864",,,,,,,,,
2016.06.20,911.89, 0.21,0.02,501,457,"1,017.00","2,005.55",14.32,0.72,"357,643","4,743,547",,,,,,,,,
2016.06.17,911.68, 6.44,-0.7,498,454,"1,017.05","1,991.23",2.69,0.14,"432,650","4,485,332",,,,,,,,,
2016.06.16,918.12, 0.09,-0.01,498,457,"1,017.07","1,988.54",25.44,1.3,"337,763","4,384,854",,,,,,,,,
2016.06.15,918.21, 2.68,-0.29,496,456,"1,017.09","1,963.10",-10.98,-0.56,"356,526","4,315,295",,,,,,,,,
2016.06.14,920.89, 18.78,-2,496,457,"1,017.10","1,974.08",20.96,1.07,"378,755","3,936,372",,,,,,,,,
2016.06.13,939.67, 4.81,-0.51,498,468,"1,017.12","1,953.12",-36.73,-1.85,"457,438","4,764,743",,,,,,,,,
2016.06.10,944.48, 0.47,0.05,507,479,"1,017.18","1,989.85",-5.45,-0.27,"405,487","3,951,492",,,,,,,,,
2016.06.09,944.01, 8.37,0.89,515,487,"1,017.20","1,995.30",7.98,0.4,"468,611","4,150,962",,,,,,,,,
2016.06.08,935.64, 13.18,1.43,518,485,"1,017.22","1,987.32",16.97,0.86,"448,128","4,325,444",,,,,,,,,
2016.06.07,922.46, 0.74,0.08,519,479,"1,017.24","1,970.35",13.99,0.72,"349,862","5,326,567",,,,,,,,,
2016.06.03,921.72, 2.20,0.24,519,479,"1,017.31","1,956.36",20.14,1.04,"451,186","4,865,379",,,,,,,,,
2016.06.02,919.52, 0.12,-0.01,520,478,"1,017.33","1,936.22",9.37,0.49,"373,459","4,452,632",,,,,,,,,
2016.06.01,919.64, 7.10,0.78,520,478,"1,017.35","1,926.85",1.61,0.08,"394,266","5,175,625",,,,,,,,,
2016.05.31,912.54, 0.37,-0.04,520,474,"1,017.37","1,925.24",-61.47,-3.09,"750,546","8,724,510",,,,,,,,,
2016.05.30,912.91, 4.63,0.51,520,475,"1,017.38","1,986.71",-5.87,-0.29,"455,389","4,220,797",,,,,,,,,
2016.05.27,908.28, 1.06,-0.12,520,472,"1,017.43","1,992.58",9.88,0.5,"407,434","4,136,231",,,,,,,,,
2016.05.26,909.34, 12.04,1.34,520,473,"1,017.45","1,982.70",1.58,0.08,"557,437","4,514,571",,,,,,,,,
2016.05.25,897.3, 7.99,-0.88,519,466,"1,017.47","1,981.12",27.72,1.42,"391,345","4,045,044",,,,,,,,,
2016.05.24,905.29, 4.26,0.47,520,470,"1,017.49","1,953.40",1.41,0.07,"485,269","4,488,888",,,,,,,,,
2016.05.23,901.03, 0.62,-0.07,519,468,"1,017.50","1,951.99",-16.84,-0.86,"438,794","4,452,385",,,,,,,,,
2016.05.20,901.65, 2.85,-0.32,519,468,"1,017.55","1,968.83",-3.2,-0.16,"376,769","4,694,853",,,,,,,,,
2016.05.19,904.5, 4.68,-0.51,518,468,"1,017.57","1,972.03",-7.03,-0.36,"439,936","5,009,885",,,,,,,,,
2016.05.18,909.18, 0.63,0.07,518,471,"1,017.59","1,979.06",-38.57,-1.91,"443,001","4,679,938",,,,,,,,,
2016.05.17,908.55, 0.87,0.1,518,470,"1,017.60","2,017.63",-6.54,-0.32,"404,303","4,777,125",,,,,,,,,
2016.05.16,907.68, 6.61,-0.72,518,470,"1,017.62","2,024.17",-2.91,-0.14,"599,680","7,955,010",,,,,,,,,
2016.05.13,914.29, 2.61,-0.28,518,474,"1,017.67","2,027.08",15.45,0.77,"497,934","5,845,815",,,,,,,,,
2016.05.12,916.9, 2.34,-0.25,519,476,"1,017.69","2,011.63",25.79,1.3,"481,348","5,541,394",,,,,,,,,
2016.05.11,919.24, 5.65,0.62,519,477,"1,017.69","1,985.84",0.73,0.04,"540,858","5,497,341",,,,,,,,,
2016.05.10,913.59, 3.91,-0.43,519,474,"1,017.71","1,985.11",2.39,0.12,"474,228","5,400,504",,,,,,,,,
2016.05.09,917.5, 3.72,-0.4,518,476,"1,017.73","1,982.72",-0.68,-0.03,"502,290","5,383,974",,,,,,,,,
2016.05.04,921.22, 3.04,0.33,518,477,"1,017.81","1,983.40",16.27,0.83,"657,045","8,612,420",,,,,,,,,
2016.05.03,918.18, 6.47,-0.7,517,474,"1,017.83","1,967.13",-2.04,-0.1,"550,502","4,664,445",,,,,,,,,
2016.05.02,924.65, 4.07,-0.44,517,478,"1,017.85","1,969.17",12.11,0.62,"523,531","4,911,231",,,,,,,,,
2016.04.29,928.72, 9.36,-1,519,482,"1,017.90","1,957.06",-3.45,-0.18,"558,263","5,103,802",,,,,,,,,
2016.04.28,938.08, 1.02,-0.11,520,488,"1,017.92","1,960.51",22.83,1.18,"656,874","5,456,224",,,,,,,,,
2016.04.27,939.1, 2.94,0.31,523,491,"1,017.94","1,937.68",-17.57,-0.9,"517,076","5,005,498",,,,,,,,,
2016.04.26,936.16, 0.61,-0.07,523,489,"1,017.96","1,955.25",7.58,0.39,"399,513","4,062,458",,,,,,,,,
2016.04.25,936.77, 4.30,-0.46,524,491,"1,017.97","1,947.67",0.89,0.05,"388,051","4,455,609",,,,,,,,,
2016.04.22,941.07, 7.93,0.85,527,496,"1,018.03","1,946.78",-9.95,-0.51,"505,920","5,307,636",,,,,,,,,
2016.04.21,933.14, 2.58,-0.28,531,495,"1,018.05","1,956.73",-11.33,-0.58,"696,273","6,697,755",,,,,,,,,
2016.04.20,935.72, 0.53,-0.06,531,497,"1,018.06","1,968.06",0.15,0.01,"597,582","5,521,943",,,,,,,,,
2016.04.19,936.25, 2.10,-0.22,532,498,"1,018.08","1,967.91",0.92,0.05,"526,717","4,872,477",,,,,,,,,
2016.04.18,938.35, 1.47,-0.16,540,506,"1,018.10","1,966.99",-10.5,-0.53,"509,123","4,545,160",,,,,,,,,
2016.04.15,939.82, 19.43,2.11,551,518,"1,018.16","1,977.49",-2.61,-0.13,"462,882","4,144,195",,,,,,,,,
2016.04.14,920.39, 6.11,0.67,552,508,"1,018.17","1,980.10",-2.4,-0.12,"398,532","4,451,794",,,,,,,,,
2016.04.12,914.28, 0.92,0.1,552,505,"1,018.21","1,982.50",14.69,0.75,"369,085","4,857,462",,,,,,,,,
2016.04.11,913.36, 2.04,-0.22,552,504,"1,018.22","1,967.81",-8.9,-0.45,"342,189","5,303,038",,,,,,,,,
2016.04.08,915.4, 1.08,0.12,552,506,"1,018.27","1,976.71",-9.7,-0.49,"352,695","5,056,070",,,,,,,,,
2016.04.07,914.32, 5.23,0.58,552,505,"1,018.29","1,986.41",8.26,0.42,"310,492","3,813,503",,,,,,,,,
2016.04.06,909.09, 9.43,-1.03,552,502,"1,018.31","1,978.15",-16,-0.8,"328,194","3,879,203",,,,,,,,,
2016.04.05,918.52, 2.72,0.3,553,508,"1,018.32","1,994.15",-6.78,-0.34,"401,063","5,334,757",,,,,,,,,
2016.04.04,915.8, 13.24,-1.43,554,507,"1,018.34","2,000.93",-14.47,-0.72,"341,142","5,460,706",,,,,,,,,
2016.04.01,929.04, 2.92,-0.31,554,514,"1,018.39","2,015.40",-4.23,-0.21,"412,802","5,398,188",,,,,,,,,
2016.03.31,931.96, 3.96,0.43,560,521,"1,018.42","2,019.63",5.08,0.25,"509,281","5,281,100",,,,,,,,,
2016.03.30,928, 5.75,0.62,561,520,"1,018.43","2,014.55",-0.94,-0.05,"397,674","4,423,939",,,,,,,,,
2016.03.29,922.25, 0.66,0.07,560,516,"1,018.45","2,015.49",-6.61,-0.33,"480,470","4,215,697",,,,,,,,,
2016.03.28,921.59, 0.89,-0.1,562,518,"1,018.47","2,022.10",16.27,0.81,"392,096","4,783,030",,,,,,,,,
2016.03.25,922.48, 4.03,-0.43,564,520,"1,018.52","2,005.83",-5.53,-0.27,"423,964","4,653,338",,,,,,,,,
2016.03.24,926.51, 0.78,-0.08,564,523,"1,018.53","2,011.36",2.26,0.11,"401,236","4,465,586",,,,,,,,,
2016.03.23,927.29, 4.18,0.45,566,525,"1,018.55","2,009.10",-5.61,-0.28,"339,248","4,304,947",,,,,,,,,
2016.03.22,923.11, 1.12,-0.12,566,523,"1,018.57","2,014.71",-1.22,-0.06,"317,709","4,523,020",,,,,,,,,
2016.03.21,924.23, 1.77,0.19,568,525,"1,018.59","2,015.93",34.61,1.75,"473,519","6,406,407",,,,,,,,,
2016.03.18,922.46, 6.50,0.71,571,527,"1,018.64","1,981.32",10.95,0.56,"387,318","3,944,190",,,,,,,,,
2016.03.17,915.96, 1.84,0.2,572,524,"1,018.66","1,970.37",-1.68,-0.09,"379,537","3,863,260",,,,,,,,,
2016.03.16,914.12, 1.15,-0.13,573,524,"1,018.67","1,972.05",-1.84,-0.09,"400,616","4,388,854",,,,,,,,,
2016.03.15,915.27, 0.55,0.06,575,526,"1,018.69","1,973.89",2.57,0.13,"434,061","4,631,482",,,,,,,,,
2016.03.14,914.72, 1.89,0.21,577,528,"1,018.71","1,971.32",8.58,0.44,"358,031","4,569,306",,,,,,,,,
2016.03.11,912.83, 8.89,0.98,584,533,"1,018.75","1,962.74",-16.23,-0.82,"368,164","4,026,409",,,,,,,,,
2016.03.10,903.94, 2.60,0.29,584,528,"1,018.77","1,978.97",5.4,0.27,"363,317","4,262,832",,,,,,,,,
2016.03.09,901.34, 6.84,-0.75,585,527,"1,018.77","1,973.57",-22.28,-1.12,"392,258","5,156,264",,,,,,,,,
2016.03.08,908.18, 1.57,0.17,586,532,"1,018.78","1,995.85",-6.29,-0.31,"335,073","5,203,138",,,,,,,,,
2016.03.07,906.61, 1.32,-0.15,589,534,"1,018.76","2,002.14",7.23,0.36,"368,305","4,619,553",,,,,,,,,
2016.03.04,907.93, 4.76,0.53,592,538,"1,018.79","1,994.91",12.37,0.62,"385,453","4,044,429",,,,,,,,,
2016.03.03,903.17, 15.97,1.8,596,538,"1,018.70","1,982.54",-1.27,-0.06,"410,468","3,406,776",,,,,,,,,
2016.03.02,887.2, 1.98,-0.22,596,529,"1,018.07","1,983.81",-2.16,-0.11,"463,422","3,806,595",,,,,,,,,
2016.02.29,889.18, 0.26,-0.03,596,530,"1,018.03","1,985.97",-9.15,-0.46,"341,173","3,822,814",,,,,,,,,
2016.02.26,889.44, 1.54,0.17,597,531,"1,018.07","1,995.12",-1.69,-0.08,"367,551","4,019,678",,,,,,,,,
2016.02.25,887.9, 0.84,-0.09,597,530,"1,018.08","1,996.81",7.05,0.35,"383,752","4,492,776",,,,,,,,,
2016.02.24,888.74, 0.36,0.04,599,532,"1,018.09","1,989.76",-2.36,-0.12,"323,260","4,043,689",,,,,,,,,
2016.02.23,888.38, 0.50,-0.06,598,532,"1,018.10","1,992.12",4.13,0.21,"385,847","4,776,064",,,,,,,,,
2016.02.22,888.88, 2.09,0.24,602,535,"1,018.11","1,987.99",13.09,0.66,"291,577","5,094,460",,,,,,,,,
2016.02.19,886.79, 10.11,1.15,602,534,"1,018.14","1,974.90",4.93,0.25,"294,460","4,124,127",,,,,,,,,
2016.02.18,876.68, 1.34,0.15,603,529,"1,018.13","1,969.97",-2.3,-0.12,"264,582","3,813,225",,,,,,,,,
2016.02.17,875.34, 12.05,1.4,603,528,"1,018.15","1,972.27",0.86,0.04,"357,078","4,218,503",,,,,,,,,
2016.02.16,863.29, 12.54,1.47,600,518,"1,018.16","1,971.41",2.08,0.11,"303,418","4,207,111",,,,,,,,,
2016.02.15,850.75, 7.07,-0.82,596,507,"1,018.16","1,969.33",16.38,0.84,"352,325","5,162,483",,,,,,,,,
2016.02.12,857.82, 25.21,-2.85,594,509,"1,018.20","1,952.95",6.83,0.35,"355,392","4,280,888",,,,,,,,,
2016.02.11,883.03, 1.38,0.16,597,527,"1,018.20","1,946.12",-11.75,-0.6,"358,684","4,893,203",,,,,,,,,
2016.02.05,881.65, 15.01,1.73,597,526,"1,018.18","1,957.87",2.24,0.11,"344,612","4,687,644",,,,,,,,,
2016.02.04,866.64, 8.04,-0.92,595,516,"1,018.02","1,955.63",-2.54,-0.13,"316,418","4,605,781",,,,,,,,,
2016.02.03,874.68, 9.14,-1.03,596,521,"1,018.03","1,958.17",10.75,0.55,"420,984","4,981,597",,,,,,,,,
2016.02.02,883.82, 5.74,0.65,597,528,"1,018.05","1,947.42",30.76,1.6,"323,352","5,178,066",,,,,,,,,
2016.02.01,878.08, 2.10,0.24,597,524,"1,018.08","1,916.66",-3.5,-0.18,"275,051","4,615,416",,,,,,,,,
2016.01.29,875.98, 1.88,0.22,597,523,"1,018.38","1,920.16",1.59,0.08,"280,216","4,644,805",,,,,,,,,
2016.01.28,874.1, 13.82,1.61,597,522,"1,018.38","1,918.57",6.04,0.32,"305,789","4,179,857",,,,,,,,,
2016.01.27,860.28, 11.41,-1.31,596,513,"1,018.25","1,912.53",-1.69,-0.09,"281,600","3,556,541",,,,,,,,,
2016.01.26,871.69, 5.57,0.64,595,519,"1,018.12","1,914.22",-2.14,-0.11,"326,810","3,982,343",,,,,,,,,
2016.01.25,866.12, 18.39,2.17,595,515,"1,018.14","1,916.36",0.12,0.01,"267,858","3,486,295",,,,,,,,,
2016.01.22,847.73, 2.19,-0.26,593,502,"1,018.18","1,916.24",7.4,0.39,"312,197","3,880,809",,,,,,,,,
2016.01.21,849.92, 21.03,-2.41,588,499,"1,018.20","1,908.84",24.9,1.32,"332,576","4,785,964",,,,,,,,,
2016.01.20,870.95, 5.51,0.64,586,510,"1,018.21","1,883.94",-4.36,-0.23,"344,628","5,188,345",,,,,,,,,
2016.01.19,865.44, 0.54,-0.06,583,505,"1,018.23","1,888.30",26.1,1.4,"388,318","4,267,907",,,,,,,,,
2016.01.18,865.98, 10.40,-1.19,582,504,"1,018.24","1,862.20",26.92,1.47,"284,595","4,500,530",,,,,,,,,
2016.01.15,876.38, 7.94,-0.9,576,505,"1,018.28","1,835.28",-26.26,-1.41,"470,499","6,338,971",,,,,,,,,
2016.01.14,884.32, 11.67,1.34,574,507,"1,018.30","1,861.54",-56.25,-2.93,"386,428","4,770,142",,,,,,,,,
2016.01.13,872.65, 1.57,-0.18,572,499,"1,018.32","1,917.79",1.53,0.08,"305,766","4,791,924",,,,,,,,,
2016.01.12,874.22, 10.70,-1.21,570,498,"1,018.33","1,916.26",25.59,1.35,"365,805","5,253,765",,,,,,,,,
2016.01.11,884.92, 6.47,0.74,568,503,"1,018.35","1,890.67",-15.93,-0.84,"408,594","4,815,439",,,,,,,,,
